date,pair,spot,atm_1m,atm_3m,atm_6m,atm_1y,rr25_1m,rr25_3m,rr25_6m,rr25_1y
2014-01-01,EURUSD,1.0013832926361226,7.1782261149915545,7.078226114991554,7.028226114991554,6.978226114991554,-0.20985482743208372,-0.2293811066875142,-0.06138539705640989,-0.019192177331948338
2014-01-02,EURUSD,1.0046797252140307,6.881913085546418,6.781913085546417,6.7319130855464175,6.681913085546418,-0.3237785745226551,-0.10294090407922828,-0.0985930469591323,0.01099889042927445
2014-01-03,EURUSD,1.0060085369214886,6.767155377580817,6.6671553775808166,6.617155377580817,6.567155377580817,-0.4247084828688751,-0.1591794989542727,-0.04040454198901397,-0.1250871421237842
2014-01-06,EURUSD,1.000778231385606,7.53098237882432,7.43098237882432,7.38098237882432,7.33098237882432,-0.3849258006621024,-0.25778255464515043,-0.05241004293618259,-0.07205474465347544
2014-01-07,EURUSD,1.0044090435437911,7.171582142015537,7.0715821420155365,7.021582142015537,6.971582142015537,-0.12402623037654736,-0.226699583226259,0.007450281144713251,0.04466175437507569
2014-01-08,EURUSD,1.0062040161563526,7.261134127220258,7.161134127220257,7.111134127220257,7.0611341272202575,-0.2222512625054658,-0.04195839293661837,-0.057215571947330436,0.02065566567741029
2014-01-09,EURUSD,1.004045197348113,7.107890288083253,7.007890288083252,6.957890288083252,6.9078902880832525,-0.14262483726531597,-0.20805418958769178,-0.0530938350291865,-0.041960942537431
2014-01-10,EURUSD,1.006381787331955,7.40774061885335,7.30774061885335,7.25774061885335,7.20774061885335,-0.08705488581506549,0.12260174717336236,-0.02133297841914013,0.0003354239391663849
2014-01-13,EURUSD,1.0078504540210924,7.410097152676368,7.310097152676367,7.260097152676368,7.210097152676368,-0.030572619406858965,-0.13090653254329246,0.017112975003392587,-0.004021040008034965
2014-01-14,EURUSD,1.0090369181207137,7.12955567947082,7.029555679470819,6.97955567947082,6.92955567947082,-0.024916676630768117,0.006297029836954807,0.04192106841848813,0.08627091369577711
2014-01-15,EURUSD,1.0091516410050867,7.0610927941570925,6.961092794157092,6.911092794157092,6.861092794157092,-0.044050645317197094,-0.08684279902401158,-0.054320164531832305,0.09740211589232275
2014-01-16,EURUSD,1.0113609210391958,7.068152218279095,6.968152218279094,6.918152218279094,6.868152218279095,-0.043053471572356714,0.0014848147686987723,-0.03979964649240454,-0.026464030544720296
2014-01-17,EURUSD,1.0083860214095515,7.392686984732616,7.292686984732615,7.242686984732615,7.192686984732616,-0.032967611132880326,0.16500091319253068,0.06506648073098162,0.10517896977338333
2014-01-20,EURUSD,1.0077291310035412,7.202079546044572,7.102079546044571,7.052079546044571,7.0020795460445715,0.1126357060310028,0.056686002837366065,-0.04394175598972781,0.055508690216452494
2014-01-21,EURUSD,1.0057876209801795,6.871359981095274,6.771359981095274,6.721359981095274,6.671359981095274,0.18368337274640564,-0.006272631153369401,0.028392551872336608,0.10888709220832637
2014-01-22,EURUSD,1.008199757254302,7.499778084419094,7.3997780844190935,7.349778084419094,7.299778084419094,0.11614170520887176,0.12315915592218173,0.10659828842452017,0.1256272791371073
2014-01-23,EURUSD,1.008359961257729,7.174843278141872,7.074843278141872,7.024843278141872,6.974843278141872,0.08709767971594062,0.2402125572580956,0.1425658555916605,0.10546136532908186
2014-01-24,EURUSD,1.007181044244362,7.292168662159629,7.192168662159628,7.142168662159628,7.0921686621596285,0.3436190967730657,0.2621600994535531,0.21246529637796446,0.18061688084449098
2014-01-27,EURUSD,1.0040358717557145,7.523334936008536,7.423334936008535,7.373334936008535,7.323334936008536,0.34908365224842197,0.13852931301249194,0.1535557426987203,0.12421741848081548
2014-01-28,EURUSD,1.0030034819499887,7.294921630636781,7.19492163063678,7.14492163063678,7.09492163063678,0.22168771312985935,0.26149045208434174,0.17557989645173347,0.15474944894769188
2014-01-29,EURUSD,1.0030361490235904,7.372420750974501,7.272420750974501,7.222420750974501,7.172420750974501,0.36820294492691524,0.17566790403694243,0.12466374078158142,0.10120277390529568
2014-01-30,EURUSD,1.0019309995931382,7.147637980059148,7.0476379800591475,6.997637980059148,6.947637980059148,0.4183205273944305,0.292785962884167,0.24052752998304985,0.16255370061003804
2014-01-31,EURUSD,1.0071306960657445,7.317725563158198,7.217725563158197,7.167725563158197,7.1177255631581975,0.5665036572749644,0.4549861350800339,0.2549902169296187,0.1758747763385859
2014-02-03,EURUSD,1.0111944846454783,7.393281591237506,7.2932815912375055,7.243281591237506,7.193281591237506,0.2971247822844778,0.2906587527538453,0.2166402385261381,0.13934332702939428
2014-02-04,EURUSD,1.000287681585396,7.266877285747122,7.1668772857471215,7.116877285747122,7.066877285747122,0.5342331264530759,0.4555830925743546,0.168671501863756,0.11864080246448626
2014-02-05,EURUSD,0.9927579382591775,7.146268440255699,7.046268440255698,6.996268440255698,6.9462684402556985,0.4576491215709184,0.4549741500793913,0.21739298385949107,0.14202050027889498
2014-02-06,EURUSD,0.9920641552681471,7.125870997818227,7.0258709978182265,6.975870997818227,6.925870997818227,0.5235626210416343,0.29080364392463126,0.2843229322553683,0.23017090982857774
2014-02-07,EURUSD,0.9903902092178292,7.101059966655928,7.0010599666559274,6.951059966655928,6.901059966655928,0.5317662577916388,0.5226228764028866,0.2764347355260847,0.15020572338413668
2014-02-10,EURUSD,0.9912369306904888,7.230277511364673,7.130277511364673,7.080277511364673,7.030277511364673,0.5820327392846679,0.29173317486806927,0.23823553989893573,0.1706140055633041
2014-02-11,EURUSD,0.9920989754141664,7.048507609916875,6.9485076099168746,6.898507609916875,6.848507609916875,0.4449939635809955,0.33304574044349916,0.20172460381006252,0.26479351425019904
2014-02-12,EURUSD,1.000539097209572,7.306210988650754,7.206210988650754,7.156210988650754,7.106210988650754,0.4826964649880465,0.3938948180202657,0.25513945685365275,0.11101600976872639
2014-02-13,EURUSD,0.9960984996047098,7.053757946253886,6.953757946253885,6.903757946253886,6.853757946253886,0.5147952836805304,0.4203010099252622,0.18802922161564525,0.11045224662806408
2014-02-14,EURUSD,0.9945951081426433,7.414591766995247,7.314591766995246,7.264591766995246,7.214591766995246,0.5081443855781311,0.32040565010487715,0.14107985522819716,0.14794330864349994
2014-02-17,EURUSD,1.002755324247164,7.196390810400486,7.096390810400486,7.046390810400486,6.996390810400486,0.5046912154857026,0.2499941659633112,0.2836914021191512,0.15422970000298827
2014-02-18,EURUSD,1.0053526216494415,7.006870567330581,6.90687056733058,6.8568705673305805,6.806870567330581,0.12495452342250607,0.3640816852066886,0.2299270673297098,0.11860471174932473
2014-02-19,EURUSD,1.008022610827293,7.27372663760215,7.173726637602149,7.123726637602149,7.0737266376021495,0.35396445684972383,0.2555964911279758,0.24791183392018978,0.22713952749418265
2014-02-20,EURUSD,1.0059522197659434,6.898103052372287,6.798103052372286,6.7481030523722865,6.698103052372287,0.0196256383496341,0.24473616630591855,0.09757921552664735,0.08228063267000468
2014-02-21,EURUSD,0.9993424908576415,7.908456123500692,7.808456123500691,7.758456123500691,7.708456123500691,0.2778753372642969,0.25040409236743044,0.25663794602812967,0.06830429443609079
2014-02-24,EURUSD,1.0000121336542107,6.9950979448247885,6.895097944824788,6.845097944824788,6.795097944824788,0.39269438426488695,0.388002753642972,0.22453144709392234,0.16533152702885356
