date,pair,spot,atm_1m,atm_3m,atm_6m,atm_1y,rr25_1m,rr25_3m,rr25_6m,rr25_1y,skew_1m_3m,skew_1m_6m,skew_1m_1y,skew_3m_1y,d1_rr25_1m,d1_rr25_3m,d1_rr25_6m,d1_rr25_1y,d1_skew_1m_3m,d1_skew_1m_6m,d1_skew_1m_1y,d1_skew_3m_1y,d1_atm_1m,d1_atm_3m,d1_atm_6m,d1_atm_1y,d5_rr25_1m,d5_rr25_3m,d5_rr25_6m,d5_rr25_1y,d5_skew_1m_3m,d5_skew_1m_6m,d5_skew_1m_1y,d5_skew_3m_1y,d5_atm_1m,d5_atm_3m,d5_atm_6m,d5_atm_1y,d20_rr25_1m,d20_rr25_3m,d20_rr25_6m,d20_rr25_1y,d20_skew_1m_3m,d20_skew_1m_6m,d20_skew_1m_1y,d20_skew_3m_1y,d20_atm_1m,d20_atm_3m,d20_atm_6m,d20_atm_1y,atm_slope_1m_1y,atm_slope_3m_1y,spot_ret_1d,spot_ret_5d,spot_ret_20d,z_skew_1m_1y,z_skew_1m_3m,z_skew_1m_6m,z_skew_3m_1y,fwd_ret_1d,fwd_up_1d,fwd_ret_5d,fwd_up_5d,fwd_ret_10d,fwd_up_10d,fwd_ret_20d,fwd_up_20d
2014-01-01 00:00:00+00:00,EURUSD,1.0013832926361226,7.1782261149915545,7.078226114991554,7.028226114991554,6.978226114991554,-0.2098548274320837,-0.2293811066875142,-0.0613853970564098,-0.0191921773319483,0.019526279255430518,-0.1484694303756739,-0.1906626501001354,-0.2101889293555659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20000000000000018,0.09999999999999964,,,,,,,,0.003291878946003024,1.0,0.004814064260588502,1.0,0.007757617314059662,1.0,0.0016505731617677544,1.0
2014-01-02 00:00:00+00:00,EURUSD,1.0046797252140307,6.881913085546418,6.781913085546417,6.7319130855464175,6.681913085546418,-0.3237785745226551,-0.1029409040792282,-0.0985930469591323,0.0109988904292744,-0.22083767044342695,-0.22518552756352284,-0.3347774649519295,-0.1139397945085026,-0.11392374709057143,0.12644020260828603,-0.0372076499027225,0.030191067761222698,-0.24036394969885747,-0.07671609718784894,-0.14411481485179412,0.09624913484706331,-0.2963130294451366,-0.2963130294451366,-0.2963130294451366,-0.2963130294451366,,,,,,,,,,,,,,,,,,,,,,,,,0.20000000000000018,0.09999999999999964,0.003291878946003024,,,,,,,0.001322622199004586,1.0,-0.0006315722811889302,0.0,0.0066500753001079715,1.0,-0.0027359222565249697,0.0
2014-01-03 00:00:00+00:00,EURUSD,1.0060085369214886,6.767155377580817,6.6671553775808166,6.617155377580817,6.567155377580817,-0.4247084828688751,-0.1591794989542727,-0.0404045419890139,-0.1250871421237842,-0.2655289839146024,-0.3843039408798612,-0.2996213407450909,-0.0340923568304885,-0.10092990834621995,-0.0562385948750445,0.058188504970118404,-0.1360860325530586,-0.04469131347117544,-0.15911841331633836,0.03515612420683861,0.0798474376780141,-0.11475770796560081,-0.11475770796560081,-0.11475770796560081,-0.11475770796560081,,,,,,,,,,,,,,,,,,,,,,,,,0.20000000000000018,0.09999999999999964,0.001322622199004586,,,,,,,-0.005199066751349846,0.0,0.0003710211163898691,1.0,0.002363284605256366,1.0,0.0011154568804054854,1.0
2014-01-06 00:00:00+00:00,EURUSD,1.000778231385606,7.53098237882432,7.43098237882432,7.38098237882432,7.33098237882432,-0.3849258006621024,-0.2577825546451504,-0.0524100429361825,-0.0720547446534754,-0.12714324601695204,-0.3325157577259199,-0.312871056008627,-0.18572780999167499,0.03978268220677267,-0.09860305569087768,-0.012005500947168596,0.05303239747030879,0.13838573789765035,0.05178818315394129,-0.013249715263536133,-0.15163545316118648,0.7638270012435031,0.7638270012435031,0.7638270012435031,0.7638270012435031,,,,,,,,,,,,,,,,,,,,,,,,,0.20000000000000018,0.09999999999999964,-0.005199066751349846,,,,,,,0.003627988743478472,1.0,0.00706672308978451,1.0,0.006945494416191966,1.0,0.010408153308301582,1.0
2014-01-07 00:00:00+00:00,EURUSD,1.0044090435437911,7.171582142015537,7.0715821420155365,7.021582142015537,6.971582142015537,-0.1240262303765473,-0.226699583226259,0.0074502811447132,0.0446617543750756,0.1026733528497117,-0.1314765115212605,-0.1686879847516229,-0.2713613376013346,0.2608995702855551,0.03108297141889138,0.0598603240808957,0.116716499028551,0.22981659886666372,0.2010392462046594,0.14418307125700414,-0.08563352760965959,-0.3594002368087832,-0.3594002368087832,-0.3594002368087832,-0.3594002368087832,,,,,,,,,,,,,,,,,,,,,,,,,0.20000000000000018,0.09999999999999964,0.003627988743478472,,,,,,,0.00178709324064652,1.0,0.004607559645813275,1.0,0.0013725259098869014,1.0,-0.004103270460263819,0.0
2014-01-08 00:00:00+00:00,EURUSD,1.0062040161563526,7.261134127220258,7.161134127220257,7.111134127220257,7.0611341272202575,-0.2222512625054658,-0.0419583929366183,-0.0572155719473304,0.0206556656774102,-0.18029286956884752,-0.1650356905581354,-0.24290692818287601,-0.0626140586140285,-0.09822503212891852,0.1847411902896407,-0.0646658530920436,-0.0240060886976654,-0.28296622241855923,-0.033559179036874914,-0.07421894343125313,0.20874727898730608,0.08955198520472063,0.08955198520472063,0.08955198520472063,0.08955198520472063,-0.012396435073382117,0.18742271375089592,0.0041698251090794,0.0398478430093585,-0.19981914882427804,-0.016566260182461517,-0.052244278082740625,0.1475748707415374,0.08290801222870314,0.08290801222870314,0.08290801222870314,0.08290801222870314,,,,,,,,,,,,,0.20000000000000018,0.09999999999999964,0.00178709324064652,0.004814064260588502,,,,,,-0.00214550804168534,0.0,0.0029294504905614804,1.0,0.0019834358300148125,1.0,-0.013363172558720549,0.0
2014-01-09 00:00:00+00:00,EURUSD,1.004045197348113,7.107890288083253,7.007890288083252,6.957890288083252,6.9078902880832525,-0.1426248372653159,-0.2080541895876917,-0.0530938350291865,-0.041960942537431,0.06542935232237579,-0.08953100223612942,-0.10066389472788492,-0.1660932470502607,0.0796264252401499,-0.1660957966510734,0.004121736918143902,-0.06261660821484119,0.2457222218912233,0.07550468832200599,0.1422430334549911,-0.10347918843623222,-0.153243839137005,-0.153243839137005,-0.153243839137005,-0.153243839137005,0.18115373725733921,-0.10511328550846351,0.045499211929945806,-0.052959832966705395,0.28626702276580274,0.13565452532739342,0.23411357022404458,-0.052153452541758114,0.22597720253683473,0.22597720253683473,0.22597720253683473,0.22597720253683473,,,,,,,,,,,,,0.20000000000000018,0.09999999999999964,-0.00214550804168534,-0.0006315722811889302,,,,,,0.002327176097264738,1.0,0.0072862493744356716,1.0,0.004297380158793773,1.0,-0.011932771663676345,0.0
2014-01-10 00:00:00+00:00,EURUSD,1.006381787331955,7.40774061885335,7.30774061885335,7.25774061885335,7.20774061885335,-0.0870548858150654,0.1226017471733623,-0.0213329784191401,0.0003354239391663,-0.20965663298842768,-0.0657219073959253,-0.0873903097542317,0.12226632323419599,0.05556995145025051,0.330655936761054,0.0317608566100464,0.0422963664765973,-0.27508598531080347,0.023809094840204117,0.013273584973653219,0.2883595702844567,0.2998503307700977,0.2998503307700977,0.2998503307700977,0.2998503307700977,0.3376535970538097,0.281781246127635,0.0190715635698738,0.1254225660629505,0.05587235092617471,0.3185820334839359,0.2122310309908592,0.1563586800646845,0.6405852412725332,0.6405852412725332,0.6405852412725332,0.6405852412725332,,,,,,,,,,,,,0.20000000000000018,0.09999999999999964,0.002327176097264738,0.0003710211163898691,,,,,,0.0014593534060578506,1.0,0.001991524591189453,1.0,0.0007941885698528051,1.0,-0.015890170425799766,0.0
2014-01-13 00:00:00+00:00,EURUSD,1.0078504540210924,7.410097152676368,7.310097152676367,7.260097152676368,7.210097152676368,-0.0305726194068589,-0.1309065325432924,0.0171129750033925,-0.0040210400080349,0.1003339131364335,-0.0476855944102514,-0.026551579398824,-0.1268854925352575,0.0564822664082065,-0.2535082797166547,0.0384459534225326,-0.0043564639472012,0.3099905461248612,0.018036312985673902,0.060838730355407704,-0.2491518157694535,0.0023565338230175925,0.0023565338230175925,0.0023565338230175925,0.0023565338230175925,0.3543531812552435,0.12687602210185797,0.069523017939575,0.06803370464544051,0.22747715915338554,0.2848301633156685,0.286319476609803,0.05884231745641749,-0.12088522614795227,-0.12088522614795227,-0.12088522614795227,-0.12088522614795227,,,,,,,,,,,,,0.20000000000000018,0.09999999999999964,0.0014593534060578506,0.00706672308978451,,,,,,0.0011772223695365458,1.0,-0.00012037799563135998,0.0,-0.003784869322783768,0.0,-0.01648411553948259,0.0
2014-01-14 00:00:00+00:00,EURUSD,1.0090369181207135,7.12955567947082,7.029555679470819,6.97955567947082,6.92955567947082,-0.0249166766307681,0.0062970298369548,0.0419210684184881,0.0862709136957771,-0.0312137064677229,-0.0668377450492562,-0.1111875903265452,-0.07997388385882229,0.0056559427760908,0.1372035623802472,0.024808093415095597,0.09029195370381199,-0.1315476196041564,-0.0191521506390048,-0.08463601092772119,0.04691160867643521,-0.280541473205548,-0.280541473205548,-0.280541473205548,-0.280541473205548,0.09910955374577919,0.2329966130632138,0.034470787273774894,0.04160915932070149,-0.1338870593174346,0.0646387664720043,0.05750039442507769,0.1913874537425123,-0.04202646254471709,-0.04202646254471709,-0.04202646254471709,-0.04202646254471709,,,,,,,,,,,,,0.20000000000000018,0.09999999999999964,0.0011772223695365458,0.004607559645813275,,,,,,0.00011369542809869237,1.0,-0.0032201964885343326,0.0,-0.00597940081514714,0.0,-0.016786246768942137,0.0
